"usm","lsystem","mix","damier","scenario","Mng","seed","sd","name","keysc","surfsolref","nbplt","nbplt1","nbplt2","Ytot","densite","densite1","YEsp1","densite2","YEsp2","Semprop1","Yprop1","Yprop2","QNfix","QNupttot","QNuptleg","QNtot","Pari1","Pari2","Surf1","Surf2","PhiSurf1","PhiSurf2","PhiMass1","PhiMass2","LRac1","LRac2","MRac1","MRac2","UptNLen1","UptNLen2","UptNMass1","UptNMass2"
"50021","l-egume","Fix2-nonFixSimTest","damier7","55-1","Lusignan30IrrN2",1,"-","toto_50021_l-egume_Fix2-nonFixSimTest_damier7_scenario55-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","55-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.13995081,64,56,8,2257.5144056417,457.303534005984,400.140592255236,2205.20565833492,57.162941750748,52.3087473067853,0.875,0.97682905270679,0.0231709472932096,23.587293847281,34.8124465571189,33.0383970925996,58.3997404043998,20.82890689697,0.212974602043016,15.4482117185157,0.426251472238409,1.34830537517762,0.499645434465266,0.0094453353220113,0.00407149115603747,9440.84445968631,195.909319055414,532.311258281567,20.3239741093438,0.000187912158927593,0.168641273686694,0.0033327295579776,1.62558744243795
"50022","l-egume","Fix2-nonFixSimTest","damier2","55-1","Lusignan30IrrN2",1,"-","toto_50022_l-egume_Fix2-nonFixSimTest_damier2_scenario55-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","55-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.11999296,64,16,48,2049.02603638028,533.364624057945,133.341156014486,1666.0168133203,400.023468043459,383.00922305998,0.25,0.813077424952302,0.186922575047698,22.180220260665,29.9208578625102,19.0802822561358,52.1010781231752,18.4284130652646,2.84414504865921,11.6931765164862,3.3928928875116,1.57599716717409,0.838265498778173,0.0110613607965561,0.00742578736338613,7509.05768631211,1557.29357509999,367.99761373525,154.312957595312,0.0014436665769841,0.0122522063670047,0.0294582769065811,0.12364666294695
"50023","l-egume","Fix2-nonFixSimTest","damier4","55-1","Lusignan30IrrN2",1,"-","toto_50023_l-egume_Fix2-nonFixSimTest_damier4_scenario55-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","55-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.11999296,64,32,32,2174.60192319304,533.364624057945,266.682312028972,1947.41632393291,266.682312028972,227.18559926013,0.5,0.895527730001017,0.104472269998983,24.1686533343289,32.7357975563417,25.046477572413,56.9044508906705,20.1335625329672,1.38661746018741,13.4770561954372,2.09059475697957,1.49391397060203,0.663264583225167,0.0103386021188866,0.00610345666584112,8548.84348854946,885.093240449742,458.1700870178,93.2570643264455,0.000899457335279083,0.0282981232120651,0.0167826756957831,0.268574587387132
"50024","l-egume","Fix2-nonFixSimTest","damier6","55-1","Lusignan30IrrN2",1,"-","toto_50024_l-egume_Fix2-nonFixSimTest_damier6_scenario55-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","55-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.11999296,64,48,16,2278.00771952395,533.364624057945,400.023468043459,2186.12982023959,133.341156014486,91.8778992843627,0.75,0.959667432863852,0.0403325671361478,24.8717144782675,34.8139134125088,31.566047887358,59.6856278907763,21.0199594247373,0.337395396987169,15.0331812382919,0.789994108284035,1.39823761129029,0.427085966141903,0.00961514692774902,0.00367221496807291,9467.71523331519,348.311162573347,529.485643778563,40.4262641156562,0.000343046389240993,0.090626001343583,0.00613400110713663,0.780830199818672
"50025","l-egume","Fix2-nonFixSimTest","damier3","55-1","Lusignan30IrrN2",1,"-","toto_50025_l-egume_Fix2-nonFixSimTest_damier3_scenario55-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","55-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.09998244,64,40,24,2263.97878777313,640.112403738096,400.07025233631,2101.41106859944,240.042151401786,162.567719173684,0.625,0.928193797551616,0.0718062024483837,25.4602626738162,34.645360095316,28.7097823727269,60.1056227691322,20.9157286641129,0.984972505683402,14.4872843743412,1.63224159256164,1.44373011005036,0.60344774337698,0.0099531828763293,0.00605884434308277,8605.17528918491,644.260600392385,506.856572303371,72.4292125062497,0.00068976836881511,0.0445623748452735,0.0117105667499097,0.396384019365744
"50026","l-egume","Fix2-nonFixSimTest","damier5","55-1","Lusignan30IrrN2",1,"-","toto_50026_l-egume_Fix2-nonFixSimTest_damier5_scenario55-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","55-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.09998244,64,24,40,2152.7384192056,640.112403738096,240.042151401786,1852.51647939417,400.07025233631,300.221939811426,0.375,0.86053951695524,0.13946048304476,23.953234870397,32.0196478066353,22.4705979392139,55.9728826770323,19.6049950486553,2.00689649760699,12.9669033920359,2.72779755292272,1.51192574324887,0.735720469962782,0.0105828991357025,0.00668470964802733,8005.65248440251,1244.99613022465,428.047712021209,128.531306390595,0.00119278845615969,0.018048729143567,0.0223083773122658,0.174825873713024
"50027","l-egume","Fix2-nonFixSimTest","damier4","55-1","Lusignan30IrrN2",1,"-","toto_50027_l-egume_Fix2-nonFixSimTest_damier4_scenario55-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","55-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.07997584,64,32,32,2232.67878566643,800.241672985242,400.120836492621,1986.48611317628,400.120836492621,246.192672490153,0.5,0.889732157589938,0.110267842410061,26.3784494164104,33.014945451375,24.2041121466454,59.3933948677854,19.8521833579611,1.36901506607637,14.4033924724636,2.53923917178291,1.37829913306193,0.539143803893718,0.00999361799022016,0.00556074659830124,8503.53449459873,979.710073329633,488.19670589065,109.335113835058,0.00103613777427799,0.0247053825468848,0.018047711503205,0.221375469395471
"50016","l-egume","nonFixSimTest-nonFixSimTest","homogeneous0","55-1","Lusignan30IrrN2",1,"-","toto_50016_l-egume_nonFixSimTest-nonFixSimTest_homogeneous0_scenario55-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","55-1 nonFixSimTest-nonFixSimTest Lusignan30IrrN2 -",0.49,4,0,4,647.508742718676,8.16326530612245,0,0,8.16326530612245,647.508742718676,0,0,1,0.188829089585099,20.8633018187116,0,21.0521309082967,0,8.51322926780171,0,3.60828887467848,0,2.35935357823498,0,0.0131476669057121,0,967.214195789487,0,120.575897326723,2086330181871.16,0,2086330181871.16,0
"50028","l-egume","Fix2-nonFixSimTest","damier0","88-1","Lusignan30IrrN2",1,"-","toto_50028_l-egume_Fix2-nonFixSimTest_damier0_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.16,64,0,64,1612.37251234126,400,0,0,400,1612.37251234126,0,0,1,0,42.0325385535634,0,42.0325385535634,0,19.9542626315888,0,15.2018981443313,0,1.31261651947171,0,0.0123757149659007,0,7405.41719603218,0,415.439207013775,4203253855356.34,0,4203253855356.34,0
"50029","l-egume","Fix2-nonFixSimTest","damier1","88-1","Lusignan30IrrN2",1,"-","toto_50029_l-egume_Fix2-nonFixSimTest_damier1_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.16,64,8,56,1599.46972967744,400,50,79.0323525834314,350,1520.43737709401,0.125,0.0494115963040885,0.950588403695911,1.62172218456931,29.7092334871615,0.220586073044556,31.3309556717308,1.26942977322852,19.0335573544192,0.832231256415047,11.4539481751717,1.52533296896528,1.66174641820546,0.0160621534312581,0.0125184750395953,291.00717472731,7082.71777596187,24.7602909239916,388.743246530142,0.101333059714931,3.11442697594426e-05,1.19096530426999,0.000567433839721887
"50030","l-egume","Fix2-nonFixSimTest","damier2","88-1","Lusignan30IrrN2",1,"-","toto_50030_l-egume_Fix2-nonFixSimTest_damier2_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.16,64,16,48,1666.61359223465,400,100,194.675967593899,300,1471.93762464075,0.25,0.1168093003087,0.8831906996913,3.9154523785762,30.1740318642089,0.478913796053567,34.0894842427852,2.71656426631725,17.9827667901387,2.14351778950876,10.8875537037985,1.26733926800167,1.65168111031666,0.0139542867046843,0.0122170712189843,718.085822822016,6898.73248062546,59.2745001600369,371.034132667653,0.0413531601995089,6.94205489774473e-05,0.500976271212337,0.00129075401395088
"50031","l-egume","Fix2-nonFixSimTest","damier4","88-1","Lusignan30IrrN2",1,"-","toto_50031_l-egume_Fix2-nonFixSimTest_damier4_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.16,64,32,32,1788.29544044609,400,200,233.432834195444,200,1554.86260625064,0.5,0.130533707639055,0.869466292360945,4.75063850194967,32.5249429123469,0.828199297436676,37.2755814142966,2.78938040004693,17.0983776789414,2.1389903947736,10.1590405530119,1.30406401396166,1.68307012750878,0.0119493918225376,0.0109967128993937,846.086073427054,7422.40600333449,78.5180119205976,370.768504034317,0.0374627884921009,0.000111580974830077,0.403687546839061,0.002233736923242
"50032","l-egume","Fix2-nonFixSimTest","damier6","88-1","Lusignan30IrrN2",1,"-","toto_50032_l-egume_Fix2-nonFixSimTest_damier6_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.16,64,48,16,1965.84341793677,400,300,454.743913309675,100,1511.09950462709,0.75,0.231322550494356,0.768677449505644,8.36331191075082,41.309283155592,5.54758048476775,49.6725950663428,4.62943891331907,15.8068262758139,5.49624660082887,8.36697996642019,0.842290975920276,1.88919136166618,0.0101803207867598,0.0104604800857999,1711.75320292299,7170.14826628386,150.413091726251,334.399718274618,0.0208918567289709,0.000773705128365907,0.237756582624519,0.0165896685361791
"50033","l-egume","Fix2-nonFixSimTest","damier7","88-1","Lusignan30IrrN2",1,"-","toto_50033_l-egume_Fix2-nonFixSimTest_damier7_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.16,64,56,8,2120.40962350695,400,350,964.721362200482,50,1155.68826130647,0.875,0.454969337766411,0.545030662233589,16.0137134481328,37.7251749122523,10.4982554178257,53.7388883603851,8.83360356318294,12.2511076798043,8.78070136167053,6.48641301335599,1.00602482641458,1.88873382785825,0.00915663725226715,0.0106007027067617,3716.29753838773,4806.05955381819,270.808592072758,241.165087161183,0.00732635619542956,0.0021843789699787,0.100539348792562,0.0435314063963525
"50034","l-egume","Fix2-nonFixSimTest","damier8","88-1","Lusignan30IrrN2",1,"-","toto_50034_l-egume_Fix2-nonFixSimTest_damier8_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.16,64,64,0,2284.37930507029,400,400,2284.37930507029,0,0,1,1,0,23.1829271887045,35.6732480318119,35.6732480318119,58.8561752205164,21.3917090726498,0,16.1970182765143,0,1.32071895625719,0,0.00936434200098459,0,9658.20135270542,0,546.540355857908,0,0,3567324803181.19,0,3567324803181.19
"50035","l-egume","Fix2-nonFixSimTest","damier0","88-1","Lusignan30IrrN2",1,"-","toto_50035_l-egume_Fix2-nonFixSimTest_damier0_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.25593481,64,0,64,1556.10745042163,250.063678324961,0,0,250.063678324961,1556.10745042163,0,0,1,0,32.5792631828729,0,32.5792631828729,0,18.7984367375135,0,10.6734385169544,0,1.76123530459609,0,0.0120804233232223,0,7350.77316406618,0,381.535367064706,3257926318287.29,0,3257926318287.29,0
"50036","l-egume","Fix2-nonFixSimTest","damier2","88-1","Lusignan30IrrN2",1,"-","toto_50036_l-egume_Fix2-nonFixSimTest_damier2_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.25593481,64,16,48,1643.87483275329,250.063678324961,62.5159195812402,163.43319287289,187.547758743721,1480.4416398804,0.25,0.0994194871875736,0.900580512812426,3.37435360232095,30.6230954822267,0.341385683135656,33.9974490845476,2.46274499923481,17.1133821452554,1.73019758393875,9.16833715218348,1.42338945683544,1.86657426108737,0.0150688177593768,0.0115596465840003,680.8160454804,7183.08741241048,48.467312701737,356.975140374057,0.0444785489415472,4.75263161277741e-05,0.624786234496544,0.000956329011532637
